Glas,,ZnS_1,,ZnS_2,,MgF2_1,,MgF2_2,,MgF2_3,,Filter,,
Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,
752.0088501,99.69232941,752.0088501,92.75619507,752.0088501,90.82250977,752.0088501,96.54711914,752.0088501,97.58582306,752.0088501,98.80374146,752.0088501,53.83665085,
750.9868164,99.71559906,750.9868164,93.40589142,750.9868164,91.55323029,750.9868164,97.19426727,750.9868164,98.00398254,750.9868164,98.7959137,750.9868164,50.94438171,
749.9996338,99.87252045,749.9996338,93.31410217,749.9996338,91.8878479,749.9996338,97.17936707,749.9996338,97.70296478,749.9996338,99.09087372,749.9996338,49.15126419,
749.012146,99.74808502,749.012146,93.21516418,749.012146,91.43751526,749.012146,96.43148804,749.012146,97.74797821,749.012146,98.93564606,749.012146,47.33850479,
747.9890137,99.98207855,747.9890137,93.45579529,747.9890137,91.34479523,747.9890137,96.34680939,747.9890137,97.47937775,747.9890137,98.60646057,747.9890137,44.85120392,
747.0007324,99.85791779,747.0007324,94.17752838,747.0007324,92.2689209,747.0007324,97.24630737,747.0007324,98.28799438,747.0007324,98.82685852,747.0007324,42.69912338,
746.012207,100.0186768,746.012207,94.02481842,746.012207,92.7097702,746.012207,97.36602783,746.012207,97.9633255,746.012207,98.97296143,746.012207,41.1775589,
744.9879761,99.78829193,744.9879761,93.8150177,744.9879761,92.24733734,744.9879761,96.59803772,744.9879761,97.37075806,744.9879761,99.08302307,744.9879761,39.03272629,
743.9986572,99.43200684,743.9986572,93.98030853,743.9986572,92.23549652,743.9986572,96.20335388,743.9986572,97.45462799,743.9986572,98.22645569,743.9986572,36.88772583,
743.0089722,99.76066589,743.0089722,94.48062134,743.0089722,92.67922211,743.0089722,96.68995667,743.0089722,97.89478302,743.0089722,98.53865051,743.0089722,34.97208405,
741.9836426,99.70566559,741.9836426,94.55488586,741.9836426,93.2038269,741.9836426,97.0187149,741.9836426,97.90338135,741.9836426,98.91052246,741.9836426,33.34251022,
740.9932861,99.74472809,740.9932861,94.40130615,740.9932861,92.76641846,740.9932861,96.61839294,740.9932861,97.50084686,740.9932861,98.91407776,740.9932861,31.85876656,
740.0025635,99.76303101,740.0025635,94.70732117,740.0025635,92.8346405,740.0025635,96.39845276,740.0025635,97.50114441,740.0025635,98.61965942,740.0025635,30.22377777,
739.0114746,100.0197067,739.0114746,95.23735809,739.0114746,93.63761902,739.0114746,97.10823822,739.0114746,98.020401,739.0114746,98.59645081,739.0114746,28.41728973,
737.9846802,99.73458862,737.9846802,95.25630188,737.9846802,93.92521667,737.9846802,97.01662445,737.9846802,97.9410553,737.9846802,98.87230682,737.9846802,27.07290649,
736.9929199,99.81008148,736.9929199,95.14024353,736.9929199,93.70624542,736.9929199,96.6131897,736.9929199,97.56244659,736.9929199,99.07740021,736.9929199,25.93969345,
736.0007324,99.753479,736.0007324,95.39801788,736.0007324,93.51740265,736.0007324,96.54255676,736.0007324,97.48071289,736.0007324,98.60058594,736.0007324,24.43279076,
735.0083008,99.59337616,735.0083008,95.67279053,735.0083008,94.36212158,735.0083008,96.95137024,735.0083008,97.93408203,735.0083008,98.53600311,735.0083008,23.11499786,
734.0155029,99.4347229,734.0155029,95.53559113,734.0155029,94.22305298,734.0155029,96.84716797,734.0155029,97.56854248,734.0155029,98.56941223,734.0155029,21.9721241,
732.9868774,99.69493103,732.9868774,95.75604248,732.9868774,94.27889252,732.9868774,96.79824829,732.9868774,97.50215149,732.9868774,99.05479431,732.9868774,20.96477509,
731.9933472,99.84638214,731.9933472,95.90354919,731.9933472,94.28165436,731.9933472,96.62274933,731.9933472,97.84729767,731.9933472,98.76035309,731.9933472,19.75402641,
730.9994507,99.88366699,730.9994507,96.16916656,730.9994507,94.8557663,730.9994507,97.05950165,730.9994507,98.1439743,730.9994507,98.95195007,730.9994507,18.63624382,
730.005249,99.79872131,730.005249,96.04478455,730.005249,95.07221222,730.005249,97.06506348,730.005249,97.88756561,730.005249,98.81930542,730.005249,17.8378067,
729.0107422,99.68049622,729.0107422,96.12278748,729.0107422,94.80266571,729.0107422,96.70536804,729.0107422,97.70037842,729.0107422,98.80198669,729.0107422,17.02639961,
728.0158081,99.54340363,728.0158081,96.13477325,728.0158081,94.71839905,728.0158081,96.50888062,728.0158081,97.61332703,728.0158081,98.60684204,728.0158081,16.12781906,
726.9850464,99.8657608,726.9850464,96.62080383,726.9850464,95.22458649,726.9850464,96.90487671,726.9850464,97.83679199,726.9850464,98.65759277,726.9850464,14.96459866,
725.9894409,99.85075378,725.9894409,96.68894958,725.9894409,95.49772644,725.9894409,97.11901855,725.9894409,97.94210815,725.9894409,98.85407257,725.9894409,14.36208153,
724.9934692,99.74719238,724.9934692,96.47084045,724.9934692,95.34008026,724.9934692,96.65970612,724.9934692,97.49619293,724.9934692,98.85442352,724.9934692,13.99507713,
723.9971924,99.75191498,723.9971924,96.55535889,723.9971924,95.42881775,723.9971924,96.70046234,723.9971924,97.64515686,723.9971924,98.58304596,723.9971924,13.17240906,
723.0006104,99.87840271,723.0006104,97.02454376,723.0006104,95.94818878,723.0006104,97.20517731,723.0006104,98.14774323,723.0006104,98.66454315,723.0006104,12.46266842,
722.0036011,99.88861084,722.0036011,97.13452911,722.0036011,96.15437317,722.0036011,97.38394928,722.0036011,98.06538391,722.0036011,99.0607605,722.0036011,12.0425024,
721.0063477,99.93092346,721.0063477,96.89234924,721.0063477,95.8423996,721.0063477,96.75812531,721.0063477,97.6203537,721.0063477,98.90314484,721.0063477,11.56081581,
720.008606,100.0740967,720.008606,97.59236145,720.008606,96.40019226,720.008606,97.50302887,720.008606,98.34150696,720.008606,98.94063568,720.008606,10.75601387,
719.0107422,99.60324097,719.0107422,96.96541595,719.0107422,96.27461243,719.0107422,96.90159607,719.0107422,97.72628784,719.0107422,98.7154007,719.0107422,10.43046093,
718.0123291,99.53964996,718.0123291,96.83874512,718.0123291,96.11127472,718.0123291,96.77375793,718.0123291,97.48041534,718.0123291,98.92460632,718.0123291,10.16834164,
717.0136719,99.72499847,717.0136719,97.15753937,717.0136719,96.2470932,717.0136719,96.98049164,717.0136719,97.68495941,717.0136719,98.53899384,717.0136719,9.449721336,
716.0147095,99.77832794,716.0147095,97.57421875,716.0147095,96.68289185,716.0147095,97.29076385,716.0147095,98.13270569,716.0147095,98.89896393,716.0147095,8.999113083,
715.0153198,99.72393799,715.0153198,97.31750488,715.0153198,96.53781891,715.0153198,97.13227844,715.0153198,98.09359741,715.0153198,98.8938446,715.0153198,8.605138779,
714.015686,99.86763763,714.015686,97.18591309,714.015686,96.48904419,714.015686,96.9291687,714.015686,97.79786682,714.015686,98.8117218,714.015686,8.544822693,
713.015625,99.74514008,713.015625,97.35006714,713.015625,96.50701904,713.015625,96.89904785,713.015625,97.77516937,713.015625,98.462883,713.015625,8.075771332,
712.0153198,99.69554138,712.0153198,97.52244568,712.0153198,96.83092499,712.0153198,97.20002747,712.0153198,98.1410141,712.0153198,98.54180908,712.0153198,7.471250057,
711.0145874,99.71609497,711.0145874,97.22514343,711.0145874,96.76449585,711.0145874,97.19637299,711.0145874,97.96060181,711.0145874,98.64543152,711.0145874,7.472361088,
710.0136108,99.55779266,710.0136108,96.98273468,710.0136108,96.27796936,710.0136108,96.61936188,710.0136108,97.46427917,710.0136108,98.62390137,710.0136108,7.140967369,
709.012207,99.87693787,709.012207,97.45484924,709.012207,96.79022217,709.012207,96.80093384,709.012207,97.78262329,709.012207,98.79555511,709.012207,6.717628956,
708.010498,99.93709564,708.010498,97.46004486,708.010498,97.18350983,708.010498,97.35954285,708.010498,98.12844086,708.010498,98.40729523,708.010498,6.238220692,
707.0085449,99.47042847,707.0085449,97.03127289,707.0085449,96.79639435,707.0085449,96.80826569,707.0085449,97.88391113,707.0085449,98.60694885,707.0085449,6.272658825,
706.0061035,99.80562592,706.0061035,97.0633316,706.0061035,96.55310822,706.0061035,96.76716614,706.0061035,97.45337677,706.0061035,98.59267426,706.0061035,6.33976078,
705.003418,99.80493927,705.003418,97.27441406,705.003418,96.92390442,705.003418,96.93912506,705.003418,97.74143982,705.003418,98.58860016,705.003418,5.789543152,
704.0003662,99.87602997,704.0003662,97.43395233,704.0003662,96.977005,704.0003662,97.27157593,704.0003662,98.18281555,704.0003662,98.44072723,704.0003662,5.476608276,
702.9970703,99.78239441,702.9970703,97.15792084,702.9970703,97.14029694,702.9970703,97.22660828,702.9970703,97.99704742,702.9970703,98.76667023,702.9970703,5.343524933,
701.9933472,99.54003906,701.9933472,97.06228638,701.9933472,96.65084076,701.9933472,96.73052216,701.9933472,97.59457397,701.9933472,98.51423645,701.9933472,5.357513428,
700.9893188,99.82473755,700.9893188,97.27607727,700.9893188,96.95165253,700.9893188,96.90270233,700.9893188,97.83095551,700.9893188,98.5821991,700.9893188,5.042497158,
699.9849854,99.80571747,699.9849854,97.20141602,699.9849854,97.247612,699.9849854,97.20413971,699.9849854,98.20350647,699.9849854,98.52528381,699.9849854,4.746560574,
699.0161743,99.69999695,699.0161743,97.04357147,699.0161743,96.82919312,699.0161743,97.18932343,699.0161743,97.79698944,699.0161743,98.65676117,699.0161743,4.712368011,
698.0111084,99.62854767,698.0111084,96.69361877,698.0111084,96.42684174,698.0111084,96.68336487,698.0111084,97.5181427,698.0111084,98.60259247,698.0111084,4.813416481,
697.0057983,100.0092621,697.0057983,96.87161255,697.0057983,96.80084229,697.0057983,96.71744537,697.0057983,97.64642334,697.0057983,98.56404877,697.0057983,4.449293613,
696.0001831,99.82249451,696.0001831,96.85980225,696.0001831,97.01663208,696.0001831,97.18076324,696.0001831,98.12224579,696.0001831,98.43339539,696.0001831,4.063801289,
694.9941406,99.5220871,694.9941406,96.71052551,694.9941406,96.94836426,694.9941406,97.134758,694.9941406,97.8968811,694.9941406,98.74008179,694.9941406,4.196522713,
693.987793,99.66329193,693.987793,96.21695709,693.987793,96.41841888,693.987793,96.6399765,693.987793,97.54302979,693.987793,98.59115601,693.987793,4.249543667,
693.0170898,100.2987061,693.0170898,96.71689606,693.0170898,96.77230072,693.0170898,97.00392151,693.0170898,98.00691986,693.0170898,98.7408371,693.0170898,3.901694298,
692.0101929,100.0217896,692.0101929,96.96125793,692.0101929,97.12393951,692.0101929,97.33683777,692.0101929,98.29585266,692.0101929,98.62448883,692.0101929,3.585896015,
691.0029297,99.69106293,691.0029297,96.18891144,691.0029297,96.74131012,691.0029297,97.22442627,691.0029297,97.83422089,691.0029297,98.50563049,691.0029297,3.623463869,
689.9953003,99.58056641,689.9953003,95.85897064,689.9953003,96.27940369,689.9953003,96.85297394,689.9953003,97.79322052,689.9953003,98.77692413,689.9953003,3.896716595,
688.9873047,99.70955658,688.9873047,95.90057373,688.9873047,96.07142639,688.9873047,96.87313843,688.9873047,97.73378754,688.9873047,98.54624176,688.9873047,3.416291952,
688.0150146,99.95764923,688.0150146,96.32460022,688.0150146,96.47296143,688.0150146,97.28142548,688.0150146,98.22467041,688.0150146,98.4974823,688.0150146,3.258935452,
687.0065308,99.97989655,687.0065308,95.92539978,687.0065308,96.46697998,687.0065308,97.30442047,687.0065308,98.16737366,687.0065308,98.65394592,687.0065308,3.116900206,
685.9975586,99.40973663,685.9975586,95.07423401,685.9975586,95.5240097,685.9975586,96.21471405,685.9975586,97.42165375,685.9975586,98.3600769,685.9975586,3.438836813,
684.9883423,99.9803009,684.9883423,95.46572113,684.9883423,95.83302307,684.9883423,96.79016113,684.9883423,97.65901184,684.9883423,98.44837189,684.9883423,3.243950367,
684.0148315,99.96707916,684.0148315,95.80960846,684.0148315,96.73873901,684.0148315,97.43495178,684.0148315,98.44455719,684.0148315,98.84186554,684.0148315,2.729057074,
683.0050049,99.66727448,683.0050049,95.38014221,683.0050049,96.01587677,683.0050049,97.26035309,683.0050049,98.14067841,683.0050049,98.7868042,683.0050049,2.946913719,
681.994812,99.50238037,681.994812,94.56480408,681.994812,95.28015137,681.994812,96.54273987,681.994812,97.42362976,681.994812,98.47710419,681.994812,2.908402205,
680.984314,99.93989563,680.984314,94.87850952,680.984314,95.52069092,680.984314,97.04531097,680.984314,97.94998169,680.984314,98.90965271,680.984314,2.769254684,
680.0095215,99.86326599,680.0095215,94.77017212,680.0095215,95.79039001,680.0095215,97.38957214,680.0095215,98.29098511,680.0095215,98.69917297,680.0095215,2.66235137,
678.9984131,99.85358429,678.9984131,94.40883636,678.9984131,95.40996552,678.9984131,97.17591858,678.9984131,98.31545258,678.9984131,98.56993103,678.9984131,2.776059151,
677.9869385,99.60572052,677.9869385,93.84238434,677.9869385,94.85343933,677.9869385,96.82585907,677.9869385,97.69425964,677.9869385,98.62332153,677.9869385,2.921967506,
677.0112915,100.1437302,677.0112915,94.06369019,677.0112915,94.96226501,677.0112915,96.95153046,677.0112915,97.7421875,677.0112915,98.7722168,677.0112915,2.336903095,
675.9992065,99.93658447,675.9992065,94.18487549,675.9992065,95.13378143,675.9992065,97.48647308,675.9992065,98.32316589,675.9992065,98.5875473,675.9992065,2.366744995,
674.9868164,99.60637665,674.9868164,93.50884247,674.9868164,94.85076904,674.9868164,97.39071655,674.9868164,97.95687103,674.9868164,98.55670166,674.9868164,2.301215887,
674.0103149,99.58377075,674.0103149,93.03394318,674.0103149,94.29525757,674.0103149,96.71165466,674.0103149,97.65773773,674.0103149,99.12347412,674.0103149,2.584477425,
672.9972534,99.78736877,672.9972534,93.01495361,672.9972534,94.40973663,672.9972534,96.99892426,672.9972534,97.81432343,672.9972534,98.68432617,672.9972534,2.354228735,
671.9838867,99.8740387,671.9838867,93.32334137,671.9838867,94.51939392,671.9838867,97.59012604,671.9838867,98.33913422,671.9838867,98.73989868,671.9838867,1.999804735,
671.0064087,99.71553802,671.0064087,92.67224121,671.0064087,94.12889862,671.0064087,97.55394745,671.0064087,98.16636658,671.0064087,98.78945923,671.0064087,2.365329266,
669.9924316,99.73775482,669.9924316,92.30410767,669.9924316,93.61560059,669.9924316,96.96949005,669.9924316,97.88249969,669.9924316,98.82595825,669.9924316,2.518163204,
669.0143433,99.88658905,669.0143433,92.26542664,669.0143433,93.56408691,669.0143433,97.07408905,669.0143433,98.15272522,669.0143433,98.69795227,669.0143433,1.961225867,
667.9997559,99.91171265,667.9997559,92.1667099,667.9997559,93.76485443,667.9997559,97.3214798,667.9997559,98.54943085,667.9997559,98.66814423,667.9997559,1.858983994,
666.9848633,99.75481415,666.9848633,91.84815979,666.9848633,93.52159882,666.9848633,97.52365112,666.9848633,98.20717621,666.9848633,98.88931274,666.9848633,1.981007814,
666.0059204,99.62751007,666.0059204,91.26972198,666.0059204,92.83386993,666.0059204,96.82274628,666.0059204,97.91345215,666.0059204,98.98884583,666.0059204,2.287282944,
664.9903564,99.89956665,664.9903564,91.25891113,664.9903564,92.99741364,664.9903564,97.05680084,664.9903564,98.06900787,664.9903564,98.91588593,664.9903564,1.976288438,
664.0108032,99.93135834,664.0108032,91.42925262,664.0108032,93.23166656,664.0108032,97.79176331,664.0108032,98.69529724,664.0108032,98.91355896,664.0108032,1.658704877,
662.9946899,99.49514008,662.9946899,90.60346222,662.9946899,92.57905579,662.9946899,97.3966217,662.9946899,98.35784149,662.9946899,98.93264008,662.9946899,2.015266657,
662.0144653,99.7365036,662.0144653,90.31967163,662.0144653,92.22147369,662.0144653,97.23661041,662.0144653,98.05993652,662.0144653,99.01778412,662.0144653,2.026559114,
660.9977417,99.78218842,660.9977417,90.17273712,660.9977417,92.04680634,660.9977417,97.05986023,660.9977417,98.03705597,660.9977417,99.12353516,660.9977417,1.809983015,
660.0170288,99.95983124,660.0170288,90.26100159,660.0170288,92.03419495,660.0170288,97.5406189,660.0170288,98.59856415,660.0170288,99.19689178,660.0170288,1.695251465,
658.9996338,99.74219513,658.9996338,89.71670532,658.9996338,91.67889404,658.9996338,97.46298981,658.9996338,98.5072403,658.9996338,99.23020935,658.9996338,1.79642415,
657.9819336,99.71205902,657.9819336,89.16327667,657.9819336,91.06820679,657.9819336,96.99841309,657.9819336,98.13600922,657.9819336,99.08946228,657.9819336,2.001847506,
657.0003052,99.90576172,657.0003052,88.98323822,657.0003052,91.05217743,657.0003052,97.37389374,657.0003052,98.18218231,657.0003052,99.01992035,657.0003052,1.694113612,
655.9820557,100.0972366,655.9820557,89.2328949,655.9820557,91.29850006,655.9820557,97.79437256,655.9820557,98.89546204,655.9820557,99.40296173,655.9820557,1.544410586,
654.9998169,99.82809448,654.9998169,88.68144989,654.9998169,91.01229858,654.9998169,97.61380005,654.9998169,98.59710693,654.9998169,99.40873718,654.9998169,1.644791245,
654.017334,99.66247559,654.017334,88.08699799,654.017334,90.17041016,654.017334,97.13445282,654.017334,98.08974457,654.017334,99.39060211,654.017334,2.03054738,
652.9981079,99.95903778,652.9981079,87.9105072,652.9981079,90.04872131,652.9981079,97.27410889,652.9981079,98.36552429,652.9981079,99.16345215,652.9981079,1.729251385,
652.0149536,99.90200806,652.0149536,87.88115692,652.0149536,90.16477966,652.0149536,97.87555695,652.0149536,98.84143066,652.0149536,99.2676239,652.0149536,1.430669904,
650.9951782,99.69319916,650.9951782,87.35416412,650.9951782,89.48223114,650.9951782,97.50467682,650.9951782,98.61961365,650.9951782,99.16641998,650.9951782,1.598219037,
650.0114746,99.61573792,650.0114746,86.78931427,650.0114746,88.92829132,650.0114746,97.02798462,650.0114746,97.99390411,650.0114746,99.26742554,650.0114746,1.831328511,
648.9910889,100.0797043,648.9910889,86.77615356,648.9910889,88.88076019,648.9910889,97.39300537,648.9910889,98.35541534,648.9910889,99.38819122,648.9910889,1.566090941,
648.006897,99.88829803,648.006897,86.64163971,648.006897,88.94554138,648.006897,97.89182281,648.006897,98.91253662,648.006897,99.43543243,648.006897,1.393636823,
646.9858398,99.65621185,646.9858398,86.24089813,646.9858398,88.51221466,646.9858398,97.55529022,646.9858398,98.84692383,646.9858398,99.36235046,646.9858398,1.617450953,
646.0010376,99.72762299,646.0010376,85.52419281,646.0010376,87.87767792,646.0010376,97.1865387,646.0010376,98.05960846,646.0010376,99.34655762,646.0010376,1.922169685,
645.0158691,100.1257401,645.0158691,85.62179565,645.0158691,87.88722992,645.0158691,97.45283508,645.0158691,98.54708099,645.0158691,99.62953949,645.0158691,1.489965677,
643.9940186,100.2178879,643.9940186,85.72008514,643.9940186,87.94328308,643.9940186,97.73590851,643.9940186,98.8634491,643.9940186,99.40500641,643.9940186,1.503840923,
643.0083008,99.93684387,643.0083008,85.06336975,643.0083008,87.53778076,643.0083008,97.59828186,643.0083008,98.66861725,643.0083008,99.37229919,643.0083008,1.593729615,
641.9857788,99.6696167,641.9857788,84.30774689,641.9857788,86.65695953,641.9857788,97.31678772,641.9857788,98.46038818,641.9857788,99.37120056,641.9857788,1.638776422,
640.9995728,99.96578217,640.9995728,84.50267029,640.9995728,86.75645447,640.9995728,97.55383301,640.9995728,98.67227936,640.9995728,99.76746368,640.9995728,1.419449687,
640.0130005,99.80721283,640.0130005,84.14826202,640.0130005,86.57645416,640.0130005,97.78523254,640.0130005,98.85527802,640.0130005,99.33807373,640.0130005,1.342233539,
