Glas,,ZnS_1,,ZnS_2,,MgF2_1,,MgF2_2,,MgF2_3,,Filter,,
Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,
638.989563,99.75328064,638.989563,83.74828339,638.989563,86.38683319,638.989563,98.03425598,638.989563,98.68258667,638.989563,99.66995239,638.989563,1.721108913,
638.0025024,99.78596497,638.0025024,83.29230499,638.0025024,85.74565125,638.0025024,97.37580109,638.0025024,98.68785095,638.0025024,99.85944366,638.0025024,1.97889173,
637.0150146,99.98010254,637.0150146,83.21383667,637.0150146,85.49837494,637.0150146,97.71250153,637.0150146,98.55037689,637.0150146,99.61946106,637.0150146,1.539723158,
635.9907837,100.0215302,635.9907837,83.01094055,635.9907837,85.58927155,635.9907837,97.91936493,635.9907837,98.86610413,635.9907837,99.74906158,635.9907837,1.479150295,
635.0028076,99.76442719,635.0028076,82.48660278,635.0028076,85.0401001,635.0028076,97.72280121,635.0028076,98.74732208,635.0028076,99.62495422,635.0028076,1.623042345,
634.0145264,99.84189606,634.0145264,82.12351227,634.0145264,84.54114532,634.0145264,97.42860413,634.0145264,98.55704498,634.0145264,99.85762024,634.0145264,1.789159179,
632.9893799,99.96681976,632.9893799,81.94963074,632.9893799,84.18556213,632.9893799,97.43392944,632.9893799,98.69384003,632.9893799,99.8285675,632.9893799,1.680293083,
632.0006104,99.9438324,632.0006104,81.83717346,632.0006104,84.43614197,632.0006104,98.12307739,632.0006104,99.10945892,632.0006104,99.85395813,632.0006104,1.422744155,
631.0114746,99.67035675,631.0114746,81.18701935,631.0114746,83.80697632,631.0114746,97.81998444,631.0114746,98.86100006,631.0114746,99.73833466,631.0114746,1.636648774,
629.9854736,99.5993042,629.9854736,80.82607269,629.9854736,83.20243073,629.9854736,97.46931458,629.9854736,98.60482788,629.9854736,99.90813446,629.9854736,1.795527697,
628.9957886,99.90517426,628.9957886,80.52015686,628.9957886,82.97311401,628.9957886,97.45343018,628.9957886,98.51555634,628.9957886,99.84494019,628.9957886,1.665037632,
628.0058594,99.99011993,628.0058594,80.59194183,628.0058594,83.11102295,628.0058594,97.86442566,628.0058594,99.12908936,628.0058594,99.93489075,628.0058594,1.49624598,
627.015686,99.67647552,627.015686,80.0552597,627.015686,82.53325653,627.015686,97.67508698,627.015686,98.93260193,627.015686,99.8896637,627.015686,1.661695361,
625.9885254,99.71752167,625.9885254,79.53068542,625.9885254,82.06077576,625.9885254,97.40583801,625.9885254,98.63334656,625.9885254,99.90543365,625.9885254,1.756341696,
624.9976807,99.81880951,624.9976807,79.42388916,624.9976807,81.93202972,624.9976807,97.55251312,624.9976807,98.72548676,624.9976807,100.0402832,624.9976807,1.636632323,
624.0066528,100.0762024,624.0066528,79.42957306,624.0066528,81.95155334,624.0066528,97.86947632,624.0066528,99.19031525,624.0066528,100.2703934,624.0066528,1.403810024,
623.0153198,99.79785919,623.0153198,78.98828888,623.0153198,81.3842392,623.0153198,97.81114197,623.0153198,99.08430481,623.0153198,100.1701126,623.0153198,1.676298261,
621.9869995,99.55570984,621.9869995,78.29858398,621.9869995,80.66631317,621.9869995,97.22068024,621.9869995,98.65104675,621.9869995,99.91026306,621.9869995,1.852933526,
620.9951782,100.0615692,620.9951782,78.32475281,620.9951782,80.6917038,620.9951782,97.60350037,620.9951782,98.77975464,620.9951782,100.2251511,620.9951782,1.564157724,
620.0029907,100.1101837,620.0029907,78.34662628,620.0029907,80.81832123,620.0029907,97.90198517,620.0029907,99.11972046,620.0029907,100.1634598,620.0029907,1.604076624,
619.0105591,99.7117691,619.0105591,77.92964172,619.0105591,80.28214264,619.0105591,97.85797882,619.0105591,99.04577637,619.0105591,100.1945953,619.0105591,1.525299311,
618.0178833,99.45248413,618.0178833,77.25009155,618.0178833,79.71893311,618.0178833,97.35047913,618.0178833,98.64484406,618.0178833,100.1586914,618.0178833,2.001095295,
616.9880981,100.0251312,616.9880981,77.27535248,616.9880981,79.69773102,616.9880981,97.47884369,616.9880981,98.78748322,616.9880981,100.317421,616.9880981,1.864043236,
615.994873,99.98938751,615.994873,77.27719879,615.994873,79.68551636,615.994873,97.93717957,615.994873,99.37218475,615.994873,100.3318787,615.994873,1.608478069,
615.0014038,99.69946289,615.0014038,76.85845184,615.0014038,79.21482849,615.0014038,97.85923004,615.0014038,99.27767181,615.0014038,100.3156204,615.0014038,1.778390646,
614.0076294,99.62886047,614.0076294,76.15000916,614.0076294,78.65035248,614.0076294,97.4054184,614.0076294,98.67147064,614.0076294,100.3428955,614.0076294,2.023412943,
613.0135498,99.80545044,613.0135498,76.19483185,613.0135498,78.5173111,613.0135498,97.50018311,613.0135498,98.8264389,613.0135498,100.2844925,613.0135498,1.891311407,
611.9824219,100.0936966,611.9824219,76.28208923,611.9824219,78.58798218,611.9824219,97.88716125,611.9824219,99.38919067,611.9824219,100.4743958,611.9824219,1.828008294,
610.987793,99.42397308,610.987793,75.572052,610.987793,77.93029785,610.987793,97.46307373,610.987793,98.90457916,610.987793,100.1022491,610.987793,1.951323867,
609.9929199,99.62104797,609.9929199,75.35512543,609.9929199,77.5670929,609.9929199,97.38011169,609.9929199,98.7602005,609.9929199,100.2926025,609.9929199,2.107973337,
608.9977417,99.88951874,608.9977417,75.21357727,608.9977417,77.45798492,608.9977417,97.37564087,608.9977417,98.85594177,608.9977417,100.2994919,608.9977417,1.978292108,
608.0023193,99.8645401,608.0023193,75.20993042,608.0023193,77.51340485,608.0023193,97.7231369,608.0023193,99.12984467,608.0023193,100.4992828,608.0023193,1.898305535,
607.0066528,99.81996155,607.0066528,74.8806839,607.0066528,77.05522156,607.0066528,97.68093872,607.0066528,99.27130127,607.0066528,100.4513016,607.0066528,2.141860485,
606.0107422,99.59777069,606.0107422,74.38051605,606.0107422,76.52526093,606.0107422,97.20817566,606.0107422,98.72598267,606.0107422,100.4114609,606.0107422,2.328639746,
605.0145264,100.0273743,605.0145264,74.43373871,605.0145264,76.52115631,605.0145264,97.46855927,605.0145264,98.84360504,605.0145264,100.6644363,605.0145264,2.272164106,
604.0180664,99.95088959,604.0180664,74.32417297,604.0180664,76.52267456,604.0180664,97.65101624,604.0180664,99.25552368,604.0180664,100.5969315,604.0180664,2.240931749,
602.984436,99.91781616,602.984436,74.03980255,602.984436,76.14643097,602.984436,97.59479523,602.984436,99.1570282,602.984436,100.5867462,602.984436,2.365675926,
601.9873657,99.71298218,601.9873657,73.64666748,601.9873657,75.69242096,601.9873657,97.35696411,601.9873657,98.82868195,601.9873657,100.4836578,601.9873657,2.580765724,
600.9901123,99.86982727,600.9901123,73.49279785,600.9901123,75.52567291,600.9901123,97.34841156,600.9901123,98.87883759,600.9901123,100.6834869,600.9901123,2.486225367,
599.9925537,99.74638367,599.9925537,73.52329254,599.9925537,75.49388885,599.9925537,97.54953003,599.9925537,99.1370163,599.9925537,100.4238739,599.9925537,2.557319164,
598.994751,99.76249695,598.994751,73.15842438,598.994751,75.23973083,598.994751,97.44065857,598.994751,98.90262604,598.994751,100.6068573,598.994751,2.724952698,
597.9967041,99.60784149,597.9967041,72.95220184,597.9967041,74.94606018,597.9967041,97.29645538,597.9967041,98.76279449,597.9967041,100.8018265,597.9967041,2.899770498,
596.9983521,99.75079346,596.9983521,72.84574127,596.9983521,74.72537231,596.9983521,97.23713684,596.9983521,98.72864532,596.9983521,100.5968094,596.9983521,2.956590176,
595.9997559,99.71178436,595.9997559,72.93772125,595.9997559,74.80776978,595.9997559,97.51725769,595.9997559,99.17394257,595.9997559,100.617981,595.9997559,2.953057766,
595.0008545,99.77590942,595.0008545,72.52307892,595.0008545,74.45027924,595.0008545,97.45513153,595.0008545,99.07186127,595.0008545,100.6694641,595.0008545,3.032135725,
594.00177,99.87779999,594.00177,72.34922791,594.00177,74.21531677,594.00177,97.38284302,594.00177,98.94539642,594.00177,100.8417282,594.00177,3.462123156,
593.0024414,99.88312531,593.0024414,72.2231369,593.0024414,74.01165771,593.0024414,97.13552856,593.0024414,98.75901794,593.0024414,100.6810455,593.0024414,3.374469995,
592.0028076,100.0545731,592.0028076,72.45056915,592.0028076,74.07108307,592.0028076,97.60848236,592.0028076,99.30162048,592.0028076,100.93013,592.0028076,3.335730076,
591.0028687,99.7013855,591.0028687,72.03739929,591.0028687,73.84306335,591.0028687,97.4262085,591.0028687,99.09423828,591.0028687,100.6088715,591.0028687,3.631238937,
590.0027466,99.81489563,590.0027466,71.83893585,590.0027466,73.47483826,590.0027466,97.18576813,590.0027466,98.80821991,590.0027466,100.800087,590.0027466,3.946595907,
589.0023193,100.0556946,589.0023193,71.78939819,589.0023193,73.37965393,589.0023193,97.14963531,589.0023193,98.82607269,589.0023193,100.8413544,589.0023193,4.001512527,
588.0016479,99.91584015,588.0016479,71.9021225,588.0016479,73.36875153,588.0016479,97.32069397,588.0016479,98.9848938,588.0016479,100.7709351,588.0016479,4.193160057,
587.0007324,99.87036133,587.0007324,71.73419952,587.0007324,73.30500031,587.0007324,97.36681366,587.0007324,99.1608963,587.0007324,100.8036118,587.0007324,4.371695042,
585.9995117,99.68415833,585.9995117,71.28774261,585.9995117,72.73642731,585.9995117,96.90050507,585.9995117,98.45402527,585.9995117,100.7191925,585.9995117,4.865100861,
584.9981079,99.8141861,584.9981079,71.3815918,584.9981079,72.73740387,584.9981079,97.0219574,584.9981079,98.66811371,584.9981079,100.7623215,584.9981079,4.875220299,
583.9963379,99.82115936,583.9963379,71.4571991,583.9963379,72.91189575,583.9963379,97.30384064,583.9963379,98.93061829,583.9963379,100.7589493,583.9963379,5.137543201,
582.9944458,99.58287811,582.9944458,71.29501343,582.9944458,72.66514587,582.9944458,97.17921448,582.9944458,98.8152771,582.9944458,100.6666565,582.9944458,5.487546921,
581.9921875,99.68797302,581.9921875,71.10793304,581.9921875,72.48375702,581.9921875,97.10103607,581.9921875,98.74277496,581.9921875,100.9419937,581.9921875,5.939877987,
580.9897461,99.89564514,580.9897461,71.25080872,580.9897461,72.40994263,580.9897461,96.89681244,580.9897461,98.67935181,580.9897461,100.7471085,580.9897461,6.214910507,
579.9869995,99.84837341,579.9869995,71.27088165,579.9869995,72.50855255,579.9869995,97.34186554,579.9869995,99.08764648,579.9869995,100.9886475,579.9869995,6.612854958,
578.9840088,99.84085083,578.9840088,71.1476593,578.9840088,72.36624146,578.9840088,97.17101288,578.9840088,98.91620636,578.9840088,100.8043976,578.9840088,7.212890148,
578.0179443,99.62242126,578.0179443,70.78895569,578.0179443,71.96578217,578.0179443,96.64850616,578.0179443,98.47987366,578.0179443,100.7109146,578.0179443,7.719459534,
577.0145264,99.98377228,577.0145264,71.07400513,577.0145264,72.16104126,577.0145264,97.13447571,577.0145264,98.77526093,577.0145264,100.9859467,577.0145264,8.41352272,
576.0107422,99.85173035,576.0107422,71.22869873,576.0107422,72.24423981,576.0107422,97.09429932,576.0107422,98.97215271,576.0107422,100.9016724,576.0107422,8.922998428,
575.0067139,99.73061371,575.0067139,71.13603973,575.0067139,72.18634796,575.0067139,97.07512665,575.0067139,98.75957489,575.0067139,100.8740997,575.0067139,9.873046875,
574.0025024,99.6692276,574.0025024,70.85292053,574.0025024,71.87283325,574.0025024,96.89569092,574.0025024,98.36552429,574.0025024,100.676033,574.0025024,10.87374973,
572.9979858,99.86399078,572.9979858,71.18795776,572.9979858,72.04123688,572.9979858,97.00777435,572.9979858,98.64589691,572.9979858,101.0169754,572.9979858,11.6717701,
571.9932861,99.84976196,571.9932861,71.20713806,571.9932861,72.08010864,571.9932861,96.9954071,571.9932861,98.64525604,571.9932861,100.7488403,571.9932861,12.74280834,
570.9882813,99.73724365,570.9882813,71.21985626,570.9882813,71.98451233,570.9882813,96.98337555,570.9882813,98.7984314,570.9882813,100.888298,570.9882813,13.94595051,
569.9830933,99.81633759,569.9830933,71.28663635,569.9830933,72.05201721,569.9830933,96.94729614,569.9830933,98.5783844,569.9830933,100.8498764,569.9830933,15.40336418,
569.0147705,99.77753448,569.0147705,71.3840332,569.0147705,72.00718689,569.0147705,97.0189743,569.0147705,98.55340576,569.0147705,100.727211,569.0147705,16.72306061,
568.0090942,99.88983154,568.0090942,71.2179718,568.0090942,71.93756866,568.0090942,96.73709869,568.0090942,98.72473145,568.0090942,100.7846832,568.0090942,18.91440392,
567.0030518,99.66908264,567.0030518,71.31378174,567.0030518,71.79199982,567.0030518,96.65211487,567.0030518,98.46058655,567.0030518,100.8001709,567.0030518,21.27315903,
565.9968872,99.92188263,565.9968872,71.6415863,565.9968872,72.11660767,565.9968872,96.89566803,565.9968872,98.74526978,565.9968872,100.8805618,565.9968872,23.06119156,
564.9903564,99.79317474,564.9903564,71.66918945,564.9903564,72.16005707,564.9903564,96.81858826,564.9903564,98.84575653,564.9903564,100.8233566,564.9903564,25.97167206,
563.9836426,99.6029129,563.9836426,71.70689392,563.9836426,72.0557251,563.9836426,96.81279755,563.9836426,98.48830414,563.9836426,100.7169952,563.9836426,29.8673954,
563.013916,99.67346954,563.013916,71.56795502,563.013916,71.9588089,563.013916,96.42222595,563.013916,98.32077026,563.013916,100.6618652,563.013916,32.82540894,
562.0067749,99.9431076,562.0067749,71.96087646,562.0067749,72.3364563,562.0067749,96.66531372,562.0067749,98.46118927,562.0067749,100.8526764,562.0067749,37.72888184,
560.9992676,99.8286972,560.9992676,72.27088928,560.9992676,72.38083649,560.9992676,96.71760559,560.9992676,98.64540863,560.9992676,100.8453751,560.9992676,42.48724747,
559.9916382,99.74216461,559.9916382,72.31508636,559.9916382,72.46916199,559.9916382,96.57763672,559.9916382,98.5510788,559.9916382,100.8812103,559.9916382,48.95199966,
558.9835815,99.7346344,558.9835815,72.39945984,558.9835815,72.38980865,558.9835815,96.42095184,558.9835815,98.368927,558.9835815,100.843338,558.9835815,55.45049286,
558.0127563,99.83085632,558.0127563,72.70539093,558.0127563,72.63144684,558.0127563,96.61121368,558.0127563,98.49795532,558.0127563,100.9018784,558.0127563,62.16073608,
557.0043335,99.81149292,557.0043335,72.9719696,557.0043335,72.91571808,557.0043335,96.68978882,557.0043335,98.45342255,557.0043335,100.7213974,557.0043335,68.97299194,
555.9956665,99.57667542,555.9956665,72.89632416,555.9956665,72.72277069,555.9956665,96.48316193,555.9956665,98.22943115,555.9956665,100.5610962,555.9956665,74.32436371,
554.9866943,99.65126801,554.9866943,72.97737885,554.9866943,72.83934021,554.9866943,96.24882507,554.9866943,98.16828156,554.9866943,100.71595,554.9866943,79.33740234,
554.0149536,99.80461121,554.0149536,73.46660614,554.0149536,73.24263,554.0149536,96.47792053,554.0149536,98.41127014,554.0149536,100.6617203,554.0149536,80.83347321,
553.0054932,99.83569336,553.0054932,73.60248566,553.0054932,73.38324738,553.0054932,96.47637939,553.0054932,98.29966736,553.0054932,100.581398,553.0054932,80.50460815,
551.9959106,99.78546906,551.9959106,73.9637146,551.9959106,73.47190094,551.9959106,96.46202087,551.9959106,98.17328644,551.9959106,100.5345306,551.9959106,77.75896454,
550.9859619,99.78109741,550.9859619,74.12004089,550.9859619,73.55757904,550.9859619,96.3655777,550.9859619,98.09394836,550.9859619,100.6759033,550.9859619,72.49279022,
550.0133057,100.0955429,550.0133057,74.42655182,550.0133057,74.01193237,550.0133057,96.4422226,550.0133057,98.30659485,550.0133057,100.6675568,550.0133057,66.65068054,
549.0029297,99.882164,549.0029297,74.8578949,549.0029297,74.24215698,549.0029297,96.51281738,549.0029297,98.3391571,549.0029297,100.5377426,549.0029297,60.29779816,
547.9923096,99.81292725,547.9923096,75.00052643,547.9923096,74.39078522,547.9923096,96.48513031,547.9923096,98.21748352,547.9923096,100.6174469,547.9923096,53.85210037,
546.9815063,99.69921875,546.9815063,75.19962311,546.9815063,74.44252014,546.9815063,96.26648712,546.9815063,98.12240601,546.9815063,100.5697021,546.9815063,47.73235321,
546.0078735,99.73591614,546.0078735,75.55857849,546.0078735,74.77256775,546.0078735,96.25415802,546.0078735,97.92750549,546.0078735,100.509201,546.0078735,42.85778809,
544.996521,99.88805389,544.996521,76.00158691,544.996521,75.16694641,544.996521,96.4562149,544.996521,98.27003479,544.996521,100.4456024,544.996521,37.46403885,
543.9850464,99.80758667,543.9850464,76.32697296,543.9850464,75.41791534,543.9850464,96.32175446,543.9850464,98.0088501,543.9850464,100.363121,543.9850464,33.44336319,
543.0106812,99.80148315,543.0106812,76.4539566,543.0106812,75.4728241,543.0106812,96.28260803,543.0106812,97.7989502,543.0106812,100.3827438,543.0106812,29.85740662,
541.9986572,99.77663422,541.9986572,76.82611847,541.9986572,75.82010651,541.9986572,96.29311371,541.9986572,97.90097046,541.9986572,100.2261429,541.9986572,26.61493683,
540.9863892,100.0351105,540.9863892,77.35313416,540.9863892,76.40266418,540.9863892,96.39557648,540.9863892,98.15888214,540.9863892,100.3751373,540.9863892,24.30146599,
540.0113525,99.85446167,540.0113525,77.58190155,540.0113525,76.38475037,540.0113525,96.16291809,540.0113525,97.93704987,540.0113525,100.2532349,540.0113525,21.83256721,
538.9987183,99.82711029,538.9987183,78.00222015,538.9987183,76.62905884,538.9987183,96.15814972,538.9987183,97.72314453,538.9987183,100.2195587,538.9987183,19.55276299,
537.9857178,100.0027771,537.9857178,78.4591217,537.9857178,77.00595093,537.9857178,96.19004822,537.9857178,97.73987579,537.9857178,100.2327194,537.9857178,17.85824203,
537.0100708,99.86740112,537.0100708,78.96198273,537.0100708,77.45526886,537.0100708,96.2150116,537.0100708,97.87433624,537.0100708,100.1495743,537.0100708,16.20397758,
535.9966431,99.7967453,535.9966431,79.09941101,535.9966431,77.68790436,535.9966431,96.16292572,535.9966431,97.89772797,535.9966431,100.0387802,535.9966431,14.6891613,
534.9829712,99.76652527,534.9829712,79.47484589,534.9829712,77.92366791,534.9829712,96.05318451,534.9829712,97.75435638,534.9829712,100.1056213,534.9829712,13.35710907,
534.0065918,99.85178375,534.0065918,80.05150604,534.0065918,78.34940338,534.0065918,96.03937531,534.0065918,97.70819092,534.0065918,100.1218338,534.0065918,12.23363304,
532.9924927,99.76661682,532.9924927,80.57966614,532.9924927,78.90132904,532.9924927,96.14542389,532.9924927,97.740242,532.9924927,100.0028152,532.9924927,11.43303299,
532.0157471,99.69346619,532.0157471,80.85112762,532.0157471,79.22470856,532.0157471,95.96369934,532.0157471,97.69824982,532.0157471,99.85103607,532.0157471,10.41872311,
531.0011597,99.75308228,531.0011597,81.45133209,531.0011597,79.45098877,531.0011597,95.96237183,531.0011597,97.57829285,531.0011597,99.80292511,531.0011597,9.724339485,
529.9863281,99.8923111,529.9863281,82.03064728,529.9863281,80.07658386,529.9863281,96.06731415,529.9863281,97.48555756,529.9863281,99.88977051,529.9863281,8.89982605,
529.0088501,99.7493515,529.0088501,82.48610687,529.0088501,80.35169983,529.0088501,95.91182709,529.0088501,97.47711182,529.0088501,99.65088654,529.0088501,8.388210297,
527.9935913,99.71318054,527.9935913,82.70028687,527.9935913,80.79019165,527.9935913,95.90119171,527.9935913,97.40388489,527.9935913,99.71445465,527.9935913,7.867342949,
527.015686,99.70911407,527.015686,83.32447052,527.015686,81.11453247,527.015686,95.7773056,527.015686,97.33351135,527.015686,99.5330658,527.015686,7.34043026,
526,99.74645233,526,83.90093231,526,81.69278717,526,95.75156403,526,97.41299438,526,99.52132416,526,6.806423664,
524.9840698,99.7407074,524.9840698,84.40875244,524.9840698,82.13559723,524.9840698,95.98664093,524.9840698,97.44999695,524.9840698,99.51979828,524.9840698,6.360749722,
524.0054932,99.73843384,524.0054932,84.80271912,524.0054932,82.59069061,524.0054932,95.77677917,524.0054932,97.46490479,524.0054932,99.42604065,524.0054932,6.062198639,
522.9890747,99.75025177,522.9890747,85.44207764,522.9890747,82.99839783,522.9890747,95.8208313,522.9890747,97.23141479,522.9890747,99.53339386,522.9890747,5.725800514,
522.0101318,99.91361237,522.0101318,86.00219727,522.0101318,83.60163879,522.0101318,95.86076355,522.0101318,97.26228333,522.0101318,99.49713135,522.0101318,5.354281902,
520.9932251,99.77796936,520.9932251,86.413414,520.9932251,84.04497528,520.9932251,95.76035309,520.9932251,97.2779541,520.9932251,99.24134827,520.9932251,4.989129543,
520.013855,99.76777649,520.013855,86.89571381,520.013855,84.53037262,520.013855,95.71840668,520.013855,97.24184418,520.013855,99.17700958,520.013855,4.813164711,
518.996582,99.67648315,518.996582,87.35762024,518.996582,84.95198059,518.996582,95.64459991,518.996582,97.19526672,518.996582,99.16734314,518.996582,4.653488636,
518.0167236,99.86241913,518.0167236,87.94850922,518.0167236,85.41368103,518.0167236,95.79649353,518.0167236,97.17118835,518.0167236,99.24842834,518.0167236,4.333429337,
516.9989014,99.79003143,516.9989014,88.58774567,516.9989014,86.19882965,516.9989014,95.83889008,516.9989014,97.24773407,516.9989014,99.15001678,516.9989014,4.098806381,
516.0186768,99.86401367,516.0186768,89.12319183,516.0186768,86.57975006,516.0186768,95.81062317,516.0186768,97.20347595,516.0186768,99.09173584,516.0186768,3.962729931,
515.0004883,99.88922882,515.0004883,89.53417206,515.0004883,86.95815277,515.0004883,95.73383331,515.0004883,97.10034943,515.0004883,99.13771057,515.0004883,3.838955641,
513.9820557,99.83856201,513.9820557,90.10388184,513.9820557,87.5069046,513.9820557,95.78069305,513.9820557,97.2325592,513.9820557,99.07880402,513.9820557,3.685812712,
513.0010986,99.87394714,513.0010986,90.69770813,513.0010986,88.24265289,513.0010986,95.82596588,513.0010986,97.29376984,513.0010986,98.93636322,513.0010986,3.469878912,
511.9822998,99.80144501,511.9822998,90.97200775,511.9822998,88.72839355,511.9822998,95.83013153,511.9822998,97.14749146,511.9822998,98.85552216,511.9822998,3.298930883,
511.000946,99.77637482,511.000946,91.4078064,511.000946,88.84236145,511.000946,95.6403656,511.000946,97.00183105,511.000946,98.89032745,511.000946,3.317950964,
509.9815979,99.86360931,509.9815979,91.96882629,509.9815979,89.57434082,509.9815979,95.76039124,509.9815979,96.96047211,509.9815979,98.87241364,509.9815979,3.080076933,
508.9998474,99.90169525,508.9998474,92.5039444,508.9998474,90.42264557,508.9998474,95.98049927,508.9998474,97.25536346,508.9998474,98.83945465,508.9998474,2.855178356,
508.0178223,99.62336731,508.0178223,92.74465179,508.0178223,90.49475098,508.0178223,95.63910675,508.0178223,97.03951263,508.0178223,98.65530396,508.0178223,2.829207182,
506.9979248,99.72003937,506.9979248,93.16590118,506.9979248,90.89589691,506.9979248,95.6207962,506.9979248,96.78398132,506.9979248,98.67806244,506.9979248,2.841846466,
506.0154724,99.95959473,506.0154724,93.82263947,506.0154724,91.61933899,506.0154724,95.94621277,506.0154724,96.98316193,506.0154724,98.85675812,506.0154724,2.662487745,
504.9951172,99.89591217,504.9951172,94.29598236,504.9951172,92.36433411,504.9951172,96.0464859,504.9951172,97.18473816,504.9951172,98.70339203,504.9951172,2.497725248,
504.0123596,99.71987915,504.0123596,94.44004059,504.0123596,92.62558746,504.0123596,95.84239197,504.0123596,97.04920197,504.0123596,98.5456543,504.0123596,2.531004429,
502.9914551,99.65167236,502.9914551,94.61745453,502.9914551,92.72074127,502.9914551,95.61885071,502.9914551,96.90106964,502.9914551,98.53116608,502.9914551,2.492167711,
502.0082703,99.83170319,502.0082703,95.23326111,502.0082703,93.48070526,502.0082703,95.81806946,502.0082703,97.04898834,502.0082703,98.55621338,502.0082703,2.398980856,
500.9869385,99.88791656,500.9869385,95.6483078,500.9869385,94.09586334,500.9869385,96.06202698,500.9869385,97.22801208,500.9869385,98.64582825,500.9869385,2.255443335,
500.0033264,99.71859741,500.0033264,95.72912598,500.0033264,94.23468018,500.0033264,95.94470215,500.0033264,97.28663635,500.0033264,98.42812347,500.0033264,2.316212416,
498.9816284,99.78001404,498.9816284,95.86476898,498.9816284,94.56218719,498.9816284,95.90355682,498.9816284,97.08643341,498.9816284,98.48492432,498.9816284,2.371533394,
497.9975586,99.86339569,497.9975586,96.27654266,497.9975586,95.10935211,497.9975586,95.92892456,497.9975586,97.12732697,497.9975586,98.52598572,497.9975586,2.199500799,
497.0133362,99.94431305,497.0133362,96.53826141,497.0133362,95.56788635,497.0133362,96.10896301,497.0133362,97.23362732,497.0133362,98.54399872,497.0133362,2.112639666,
495.9909058,99.68291473,495.9909058,96.45671844,495.9909058,95.43191528,495.9909058,95.98696899,495.9909058,97.16583252,495.9909058,98.38534546,495.9909058,2.169634104,
495.0062866,99.78269958,495.0062866,96.58449554,495.0062866,95.81365967,495.0062866,95.92529297,495.0062866,97.06865692,495.0062866,98.382164,495.0062866,2.158623934,
493.98349,99.96224976,493.98349,96.76745605,493.98349,96.27393341,493.98349,96.09494019,493.98349,97.02646637,493.98349,98.47290802,493.98349,2.067227364,
492.9984436,99.91145325,492.9984436,96.81445313,492.9984436,96.40119934,492.9984436,96.17248535,492.9984436,97.08403015,492.9984436,98.40187073,492.9984436,2.011095285,
492.0131531,99.87574768,492.0131531,96.72023773,492.0131531,96.5830307,492.0131531,96.08228302,492.0131531,97.09664154,492.0131531,98.42941284,492.0131531,2.026128531,
490.9897461,99.82132721,490.9897461,96.59354401,490.9897461,96.51852417,490.9897461,96.06416321,490.9897461,97.07816315,490.9897461,98.40249634,490.9897461,2.094249964,
490.0040283,99.95571899,490.0040283,96.69539642,490.0040283,96.88677979,490.0040283,96.2538147,490.0040283,97.24801636,490.0040283,98.49356842,490.0040283,2.020405769,
489.018158,99.9149704,489.018158,96.51307678,489.018158,97.05337524,489.018158,96.36676025,489.018158,97.32521057,489.018158,98.37488556,489.018158,1.993373394,
487.9941406,100.0044708,487.9941406,96.29057312,487.9941406,96.87042236,487.9941406,96.2984848,487.9941406,97.31607819,487.9941406,98.44433594,487.9941406,2.035209656,
487.007843,99.5997467,487.007843,95.90305328,487.007843,96.63454437,487.007843,96.06034088,487.007843,96.99443054,487.007843,98.21617126,487.007843,2.063587189,
485.9833374,99.84973145,485.9833374,95.80595398,485.9833374,96.81240845,485.9833374,96.44660187,485.9833374,97.24812317,485.9833374,98.36737823,485.9833374,2.062511444,
484.9966431,99.86289978,484.9966431,95.54906464,484.9966431,96.87007904,484.9966431,96.44367218,484.9966431,97.1234436,484.9966431,98.42875671,484.9966431,2.053621531,
484.0097656,99.8442688,484.0097656,95.21819305,484.0097656,96.56847382,484.0097656,96.3681488,484.0097656,97.35560608,484.0097656,98.40538025,484.0097656,2.101487398,
482.9846802,99.8423996,482.9846802,94.90137482,482.9846802,96.4196167,482.9846802,96.36534119,482.9846802,97.36058044,482.9846802,98.47306061,482.9846802,2.167268038,
481.997406,99.96755981,481.997406,94.44970703,481.997406,96.36370087,481.997406,96.45380402,481.997406,97.44145966,481.997406,98.49927521,481.997406,2.158905983,
481.0098877,99.96999359,481.0098877,94.12454224,481.0098877,96.33113098,481.0098877,96.55513763,481.0098877,97.56391907,481.0098877,98.50035095,481.0098877,2.134091854,
479.9841919,99.85540771,479.9841919,93.41703796,479.9841919,95.70204926,479.9841919,96.4753418,479.9841919,97.51904297,479.9841919,98.40325928,479.9841919,2.283209562,
478.9963379,99.7518692,478.9963379,92.77894592,478.9963379,95.2660675,478.9963379,96.31726074,478.9963379,97.23471069,478.9963379,98.41443634,478.9963379,2.394909143,
478.0082092,99.98990631,478.0082092,92.35144806,478.0082092,95.12433624,478.0082092,96.47962952,478.0082092,97.42221069,478.0082092,98.52402496,478.0082092,2.401736498,
476.9818726,99.74356079,476.9818726,91.73628235,476.9818726,94.55551147,476.9818726,96.49707794,476.9818726,97.49447632,476.9818726,98.31402588,476.9818726,2.406719923,
475.9933777,99.76378632,475.9933777,91.00636292,475.9933777,94.13191986,475.9933777,96.50669098,475.9933777,97.4797821,475.9933777,98.27031708,475.9933777,2.576493502,
475.0046692,99.57263947,475.0046692,90.31098938,475.0046692,93.45915985,475.0046692,96.46656799,475.0046692,97.26027679,475.0046692,98.28455353,475.0046692,2.756547928,
